,is_jagged,grid_dim,cell_match,exact_match,matching_non_zero
ca8de6ea,False,True,1.0,True,1.0
ca8f78db,False,False,0.0,False,0.0
cad67732,False,False,0.0,False,0.0
cb227835,False,True,0.8901098901098901,False,0.09090909090909091
ccd554ac,False,False,0.0,False,0.0
cd3c21df,False,False,0.0,False,0.0
ce039d91,False,True,0.93,False,0.7407407407407407
ce8d95cc,False,False,0.0,False,0.0
cf133acc,False,True,0.88,False,0.6142857142857143
cfb2ce5a,False,True,0.42,False,0.0
d017b73f,False,False,0.0,False,0.0
d19f7514,False,False,0.0,False,0.0
d282b262,False,True,0.7244444444444444,False,0.0
d2acf2cb,False,True,0.6666666666666666,False,0.47368421052631576
d304284e,False,False,0.0,False,0.0
d37a1ef5,False,True,0.7884615384615384,False,0.5217391304347826
d47aa2ff,False,False,0.0,False,0.0
d492a647,False,False,0.0,False,0.0
d4b1c2b1,False,False,0.0,False,0.0
d4c90558,False,False,0.0,False,0.0
d56f2372,False,False,0.0,False,0.0
d5c634a2,False,False,0.0,False,0.0
d931c21c,False,False,0.0,False,0.0
d94c3b52,False,False,0.0,False,0.0
da2b0fe3,False,True,1.0,True,1.0
da515329,False,True,0.5236686390532544,False,0.05934718100890208
dc2aa30b,False,True,0.628099173553719,False,0.4444444444444444
dc2e9a9d,False,False,0.0,False,0.0
dd2401ed,False,True,0.7619047619047619,False,0.2
de493100,False,False,0.0,False,0.0
df8cc377,False,False,0.0,False,0.0
e0fb7511,False,False,0.0,False,0.0
e133d23d,False,True,0.0,False,0.0
e1baa8a4,False,False,0.0,False,0.0
e1d2900e,False,False,0.0,False,0.0
e2092e0c,False,True,0.9333333333333333,False,0.8514851485148515
e21a174a,False,True,0.7755102040816326,False,0.75
e345f17b,False,False,0.0,False,0.0
e4075551,False,True,0.7166666666666667,False,0.18333333333333332
e41c6fd3,False,False,0.0,False,0.0
e57337a4,False,True,0.4444444444444444,False,0.5714285714285714
e5790162,False,True,0.725,False,0.2916666666666667
e5c44e8f,False,True,0.9586776859504132,False,0.6875
e619ca6e,False,False,0.0,False,0.0
e633a9e5,False,False,0.0,False,0.0
e66aafb8,False,False,0.0,False,0.0
e681b708,False,False,0.0,False,0.0
e69241bd,False,True,0.7530864197530864,False,0.6363636363636364
e6de6e8f,False,True,0.8571428571428571,False,0.6363636363636364
e74e1818,False,True,0.7288888888888889,False,0.46774193548387094
e760a62e,False,False,0.0,False,0.0
e7639916,False,True,0.8131868131868132,False,0.0
e78887d1,False,False,0.0,False,0.0
e7a25a18,False,False,0.0,False,0.0
e7b06bea,False,False,0.0,False,0.0
e7dd8335,False,True,0.898989898989899,False,0.5
e872b94a,False,False,0.0,False,0.0
e88171ec,False,False,0.0,False,0.0
e95e3d8e,False,False,0.0,False,0.0
e99362f0,False,False,0.0,False,0.0
e9ac8c9e,False,False,0.0,False,0.0
e9b4f6fc,False,False,0.0,False,0.0
e9bb6954,False,True,0.44321329639889195,False,0.5208333333333334
e9c9d9a1,False,True,0.6355555555555555,False,0.6258064516129033
ea959feb,False,False,0.0,False,0.0
ea9794b1,False,True,0.24,False,0.05
ecaa0ec1,False,True,0.9256198347107438,False,0.5
ed74f2f2,False,True,0.1111111111111111,False,0.0
ed98d772,False,True,0.6388888888888888,False,0.7
ef26cbf6,False,True,0.7532467532467533,False,0.575
f0afb749,False,True,0.6944444444444444,False,0.3
f0df5ff0,False,True,0.8044444444444444,False,0.7124183006535948
f21745ec,False,False,0.0,False,0.0
f3b10344,False,False,0.0,False,0.0
f3cdc58f,False,True,0.63,False,0.04
f3e62deb,False,True,0.84,False,0.0
f4081712,False,False,0.0,False,0.0
f45f5ca7,False,True,0.86,False,0.125
f5aa3634,False,False,0.0,False,0.0
f5c89df1,False,True,0.8224852071005917,False,0.0
f823c43c,False,True,0.76171875,False,0.76171875
f83cb3f6,False,False,0.0,False,0.0
f8be4b64,False,False,0.0,False,0.0
f9a67cb5,False,False,0.0,False,0.0
f9d67f8b,False,False,0.0,False,0.0
fafd9572,False,True,0.10714285714285714,False,0.42857142857142855
fb791726,False,False,0.0,False,0.0
fc754716,False,True,0.9841269841269841,False,1.0
fd096ab6,False,False,0.0,False,0.0
fd4b2b02,False,False,0.0,False,0.0
fe9372f3,False,False,0.0,False,0.0
fea12743,False,True,0.8181818181818182,False,0.3111111111111111
